"","ds","Influencer_S","Social_Media_S","Radio_S","chicken","type","solID"
"76","2021-03-14",45000,325000,693000,3.239,"rawMedia","1_24_4"
"77","2021-03-21",20000,325000,693000,3.239,"rawMedia","1_24_4"
"78","2021-03-28",20000,305000,693000,3.239,"rawMedia","1_24_4"
"79","2021-04-04",20000,160000,693000,3.291,"rawMedia","1_24_4"
"80","2021-04-11",20000,135000,693000,3.291,"rawMedia","1_24_4"
"81","2021-04-18",47000,135000,693000,3.291,"rawMedia","1_24_4"
"82","2021-04-25",47000,135000,693000,3.291,"rawMedia","1_24_4"
"83","2021-05-02",47000,135000,693000,3.406,"rawMedia","1_24_4"
"84","2021-05-09",47000,2e+05,693000,3.406,"rawMedia","1_24_4"
"85","2021-05-16",97000,2e+05,693000,3.406,"rawMedia","1_24_4"
"86","2019-10-06",90003.23,30000,693000,NA,"rawSpend","1_24_4"
"87","2019-10-13",90003.23,30000,693000,NA,"rawSpend","1_24_4"
"88","2019-10-20",339515.58,30000,693000,NA,"rawSpend","1_24_4"
"89","2019-10-27",370265.58,35000,693000,NA,"rawSpend","1_24_4"
"90","2019-11-03",3872465.58,35000,693000,NA,"rawSpend","1_24_4"
"91","2019-11-10",4517212.35,35000,693000,NA,"rawSpend","1_24_4"
"92","2019-11-17",4572212.35,5000,693000,NA,"rawSpend","1_24_4"
"93","2019-11-24",4622212.35,2e+05,693000,NA,"rawSpend","1_24_4"
"94","2019-12-01",4622212.35,2e+05,693000,NA,"rawSpend","1_24_4"
"95","2019-12-08",4655412.35,2e+05,693000,NA,"rawSpend","1_24_4"
"96","2019-12-15",4655412.35,15000,693000,NA,"rawSpend","1_24_4"
"97","2019-12-22",4645412.35,15000,693000,NA,"rawSpend","1_24_4"
"98","2019-12-29",4571012.35,2e+05,693000,NA,"rawSpend","1_24_4"
"99","2020-01-05",5040559.92,2e+05,693000,NA,"rawSpend","1_24_4"
"100","2020-01-12",1031847.57,12500,693000,NA,"rawSpend","1_24_4"
"101","2020-01-19",1216447.57,12500,693000,NA,"rawSpend","1_24_4"
"102","2020-01-26",1238447.57,12500,693000,NA,"rawSpend","1_24_4"
"103","2020-02-02",1238447.57,12500,693000,NA,"rawSpend","1_24_4"
"104","2020-02-09",1235977.57,15000,693000,NA,"rawSpend","1_24_4"
"105","2020-02-16",381000,15000,693000,NA,"rawSpend","1_24_4"
"106","2020-02-23",341000,15000,693000,NA,"rawSpend","1_24_4"
"107","2020-03-01",275638.66,40000,693000,NA,"rawSpend","1_24_4"
"108","2020-03-08",375735.12,25000,693000,NA,"rawSpend","1_24_4"
"109","2020-03-15",315735.12,25000,693000,NA,"rawSpend","1_24_4"
"110","2020-03-22",246335.12,25000,693000,NA,"rawSpend","1_24_4"
"111","2020-03-29",206000,25000,693000,NA,"rawSpend","1_24_4"
"112","2020-04-05",206000,15000,693000,NA,"rawSpend","1_24_4"
"113","2020-04-12",35000,2e+05,693000,NA,"rawSpend","1_24_4"
"114","2020-04-19",35000,2e+05,693000,NA,"rawSpend","1_24_4"
"115","2020-04-26",35000,2e+05,693000,NA,"rawSpend","1_24_4"
"116","2020-05-03",472500,2e+05,693000,NA,"rawSpend","1_24_4"
"117","2020-05-10",472500,2e+05,693000,NA,"rawSpend","1_24_4"
"118","2020-05-17",472500,2e+05,693000,NA,"rawSpend","1_24_4"
"119","2020-05-24",472500,2e+05,14593572,NA,"rawSpend","1_24_4"
"120","2020-05-31",2992500,2e+05,14593572,NA,"rawSpend","1_24_4"
"121","2020-06-07",2992500,5000,14593572,NA,"rawSpend","1_24_4"
"122","2020-06-14",2992500,25000,14593572,NA,"rawSpend","1_24_4"
"123","2020-06-21",3045294.65,25000,14638572,NA,"rawSpend","1_24_4"
"124","2020-06-28",2607794.65,25000,14638572,NA,"rawSpend","1_24_4"
"125","2020-07-05",10339724.99,97500,14638572,NA,"rawSpend","1_24_4"
"126","2020-07-12",13694724.99,102500,14638572,NA,"rawSpend","1_24_4"
"127","2020-07-19",13697724.99,117500,14697234,NA,"rawSpend","1_24_4"
"128","2020-07-26",18195430.34,432500,14697234,NA,"rawSpend","1_24_4"
"129","2020-08-02",18875430.34,795000,58662,NA,"rawSpend","1_24_4"
"130","2020-08-09",18863500,805000,693000,NA,"rawSpend","1_24_4"
"131","2020-08-16",18868500,817500,693000,NA,"rawSpend","1_24_4"
"132","2020-08-23",18865500,802500,693000,NA,"rawSpend","1_24_4"
"133","2020-08-30",18865500,427500,693000,NA,"rawSpend","1_24_4"
"134","2020-09-06",20386569.66,427500,693000,NA,"rawSpend","1_24_4"
"135","2020-09-13",20344069.66,102500,693000,NA,"rawSpend","1_24_4"
"136","2020-09-20",20349069.66,157000,693000,NA,"rawSpend","1_24_4"
"137","2020-09-27",20349069.66,157000,693000,NA,"rawSpend","1_24_4"
"138","2020-10-04",21049399.2,204000,693000,NA,"rawSpend","1_24_4"
"139","2020-10-11",13176399.2,114000,693000,NA,"rawSpend","1_24_4"
"140","2020-10-18",2936399.2,99000,693000,NA,"rawSpend","1_24_4"
"141","2020-10-25",773399.2,99000,693000,NA,"rawSpend","1_24_4"
"142","2020-11-01",773399.2,99000,693000,NA,"rawSpend","1_24_4"
"143","2020-11-08",70000,35000,693000,NA,"rawSpend","1_24_4"
"144","2020-11-15",160000,35000,693000,NA,"rawSpend","1_24_4"
"145","2020-11-22",160000,2e+05,693000,NA,"rawSpend","1_24_4"
"146","2020-11-29",160000,1053000,693000,NA,"rawSpend","1_24_4"
"147","2020-12-06",194000,1053000,693000,NA,"rawSpend","1_24_4"
"148","2020-12-13",159000,1053000,693000,NA,"rawSpend","1_24_4"
"149","2020-12-20",159000,1053000,693000,NA,"rawSpend","1_24_4"
"150","2020-12-27",159000,1053000,693000,NA,"rawSpend","1_24_4"
"151","2021-01-03",4382765.2,1413000,693000,NA,"rawSpend","1_24_4"
"152","2021-01-10",4347765.2,1360000,693000,NA,"rawSpend","1_24_4"
"153","2021-01-17",4484565.2,1495000,693000,NA,"rawSpend","1_24_4"
"154","2021-01-24",4450565.2,1045000,693000,NA,"rawSpend","1_24_4"
"155","2021-01-31",4485565.2,1045000,693000,NA,"rawSpend","1_24_4"
"156","2021-02-07",4485565.2,1045000,693000,NA,"rawSpend","1_24_4"
"157","2021-02-14",3608000.2,1045000,693000,NA,"rawSpend","1_24_4"
"158","2021-02-21",2805000.2,910000,693000,NA,"rawSpend","1_24_4"
"159","2021-02-28",2805000.2,930000,693000,NA,"rawSpend","1_24_4"
"160","2021-03-07",1110000.2,325000,693000,NA,"rawSpend","1_24_4"
"161","2021-03-14",45000,325000,693000,NA,"rawSpend","1_24_4"
"162","2021-03-21",20000,325000,693000,NA,"rawSpend","1_24_4"
"163","2021-03-28",20000,305000,693000,NA,"rawSpend","1_24_4"
"164","2021-04-04",20000,160000,693000,NA,"rawSpend","1_24_4"
"165","2021-04-11",20000,135000,693000,NA,"rawSpend","1_24_4"
"166","2021-04-18",47000,135000,693000,NA,"rawSpend","1_24_4"
"167","2021-04-25",47000,135000,693000,NA,"rawSpend","1_24_4"
"168","2021-05-02",47000,135000,693000,NA,"rawSpend","1_24_4"
"169","2021-05-09",47000,2e+05,693000,NA,"rawSpend","1_24_4"
"170","2021-05-16",97000,2e+05,693000,NA,"rawSpend","1_24_4"
"171","2019-10-13",90003.23,30000,693000,2.93,"predictedExposure","1_24_4"
"172","2019-10-20",339515.58,30000,693000,2.93,"predictedExposure","1_24_4"
"173","2019-10-27",370265.58,35000,693000,2.93,"predictedExposure","1_24_4"
"174","2019-11-03",3872465.58,35000,693000,2.948,"predictedExposure","1_24_4"
"175","2019-11-10",4517212.35,35000,693000,2.948,"predictedExposure","1_24_4"
"176","2019-11-17",4572212.35,5000,693000,2.948,"predictedExposure","1_24_4"
"177","2019-11-24",4622212.35,2e+05,693000,2.948,"predictedExposure","1_24_4"
"178","2019-12-01",4622212.35,2e+05,693000,2.94,"predictedExposure","1_24_4"
"179","2019-12-08",4655412.35,2e+05,693000,2.94,"predictedExposure","1_24_4"
"180","2019-12-15",4655412.35,15000,693000,2.94,"predictedExposure","1_24_4"
"181","2019-12-22",4645412.35,15000,693000,2.94,"predictedExposure","1_24_4"
"182","2019-12-29",4571012.35,2e+05,693000,2.94,"predictedExposure","1_24_4"
"183","2020-01-05",5040559.92,2e+05,693000,3.113,"predictedExposure","1_24_4"
"184","2020-01-12",1031847.57,12500,693000,3.113,"predictedExposure","1_24_4"
"185","2020-01-19",1216447.57,12500,693000,3.113,"predictedExposure","1_24_4"
"186","2020-01-26",1238447.57,12500,693000,3.113,"predictedExposure","1_24_4"
"187","2020-02-02",1238447.57,12500,693000,3.059,"predictedExposure","1_24_4"
"188","2020-02-09",1235977.57,15000,693000,3.059,"predictedExposure","1_24_4"
"189","2020-02-16",381000,15000,693000,3.059,"predictedExposure","1_24_4"
"190","2020-02-23",341000,15000,693000,3.059,"predictedExposure","1_24_4"
"191","2020-03-01",275638.66,40000,693000,3.013,"predictedExposure","1_24_4"
"192","2020-03-08",375735.12,25000,693000,3.013,"predictedExposure","1_24_4"
"193","2020-03-15",315735.12,25000,693000,3.013,"predictedExposure","1_24_4"
"194","2020-03-22",246335.12,25000,693000,3.013,"predictedExposure","1_24_4"
"195","2020-03-29",206000,25000,693000,3.013,"predictedExposure","1_24_4"
"196","2020-04-05",206000,15000,693000,2.956,"predictedExposure","1_24_4"
"197","2020-04-12",35000,2e+05,693000,2.956,"predictedExposure","1_24_4"
"198","2020-04-19",35000,2e+05,693000,2.956,"predictedExposure","1_24_4"
"199","2020-04-26",35000,2e+05,693000,2.956,"predictedExposure","1_24_4"
"200","2020-05-03",472500,2e+05,693000,3.158,"predictedExposure","1_24_4"
"201","2020-05-10",472500,2e+05,693000,3.158,"predictedExposure","1_24_4"
"202","2020-05-17",472500,2e+05,693000,3.158,"predictedExposure","1_24_4"
"203","2020-05-24",472500,2e+05,14593572,3.158,"predictedExposure","1_24_4"
"204","2020-05-31",2992500,2e+05,14593572,3.158,"predictedExposure","1_24_4"
"205","2020-06-07",2992500,5000,14593572,3.348,"predictedExposure","1_24_4"
"206","2020-06-14",2992500,25000,14593572,3.348,"predictedExposure","1_24_4"
"207","2020-06-21",3045294.65,25000,14638572,3.348,"predictedExposure","1_24_4"
"208","2020-06-28",2607794.65,25000,14638572,3.348,"predictedExposure","1_24_4"
"209","2020-07-05",10339724.99,97500,14638572,3.349,"predictedExposure","1_24_4"
"210","2020-07-12",13694724.99,102500,14638572,3.349,"predictedExposure","1_24_4"
"211","2020-07-19",13697724.99,117500,14697234,3.349,"predictedExposure","1_24_4"
"212","2020-07-26",18195430.34,432500,14697234,3.349,"predictedExposure","1_24_4"
"213","2020-08-02",18875430.34,795000,58662,3.221,"predictedExposure","1_24_4"
"214","2020-08-09",18863500,805000,693000,3.221,"predictedExposure","1_24_4"
"215","2020-08-16",18868500,817500,693000,3.221,"predictedExposure","1_24_4"
"216","2020-08-23",18865500,802500,693000,3.221,"predictedExposure","1_24_4"
"217","2020-08-30",18865500,427500,693000,3.221,"predictedExposure","1_24_4"
"218","2020-09-06",20386569.66,427500,693000,3.276,"predictedExposure","1_24_4"
"219","2020-09-13",20344069.66,102500,693000,3.276,"predictedExposure","1_24_4"
"220","2020-09-20",20349069.66,157000,693000,3.276,"predictedExposure","1_24_4"
"221","2020-09-27",20349069.66,157000,693000,3.276,"predictedExposure","1_24_4"
"222","2020-10-04",21049399.2,204000,693000,3.276,"predictedExposure","1_24_4"
"223","2020-10-11",13176399.2,114000,693000,3.302,"predictedExposure","1_24_4"
"224","2020-10-18",2936399.2,99000,693000,3.302,"predictedExposure","1_24_4"
"225","2020-10-25",773399.2,99000,693000,3.302,"predictedExposure","1_24_4"
"226","2020-11-01",773399.2,99000,693000,3.29,"predictedExposure","1_24_4"
"227","2020-11-08",70000,35000,693000,3.29,"predictedExposure","1_24_4"
"228","2020-11-15",160000,35000,693000,3.29,"predictedExposure","1_24_4"
"229","2020-11-22",160000,2e+05,693000,3.29,"predictedExposure","1_24_4"
"230","2020-11-29",160000,1053000,693000,3.29,"predictedExposure","1_24_4"
"231","2020-12-06",194000,1053000,693000,3.412,"predictedExposure","1_24_4"
"232","2020-12-13",159000,1053000,693000,3.412,"predictedExposure","1_24_4"
"233","2020-12-20",159000,1053000,693000,3.412,"predictedExposure","1_24_4"
"234","2020-12-27",159000,1053000,693000,3.412,"predictedExposure","1_24_4"
"235","2021-01-03",4382765.2,1413000,693000,3.293,"predictedExposure","1_24_4"
"236","2021-01-10",4347765.2,1360000,693000,3.293,"predictedExposure","1_24_4"
"237","2021-01-17",4484565.2,1495000,693000,3.293,"predictedExposure","1_24_4"
"238","2021-01-24",4450565.2,1045000,693000,3.293,"predictedExposure","1_24_4"
"239","2021-01-31",4485565.2,1045000,693000,3.293,"predictedExposure","1_24_4"
"240","2021-02-07",4485565.2,1045000,693000,3.26,"predictedExposure","1_24_4"
"241","2021-02-14",3608000.2,1045000,693000,3.26,"predictedExposure","1_24_4"
"242","2021-02-21",2805000.2,910000,693000,3.26,"predictedExposure","1_24_4"
"243","2021-02-28",2805000.2,930000,693000,3.26,"predictedExposure","1_24_4"
"244","2021-03-07",1110000.2,325000,693000,3.239,"predictedExposure","1_24_4"
"245","2021-03-14",45000,325000,693000,3.239,"predictedExposure","1_24_4"
"246","2021-03-21",20000,325000,693000,3.239,"predictedExposure","1_24_4"
"247","2021-03-28",20000,305000,693000,3.239,"predictedExposure","1_24_4"
"248","2021-04-04",20000,160000,693000,3.291,"predictedExposure","1_24_4"
"249","2021-04-11",20000,135000,693000,3.291,"predictedExposure","1_24_4"
"250","2021-04-18",47000,135000,693000,3.291,"predictedExposure","1_24_4"
"251","2021-04-25",47000,135000,693000,3.291,"predictedExposure","1_24_4"
"252","2021-05-02",47000,135000,693000,3.406,"predictedExposure","1_24_4"
"253","2021-05-09",47000,2e+05,693000,3.406,"predictedExposure","1_24_4"
"254","2019-10-06",90003.23,30000,693000,2.93,"adstockedMedia","1_24_4"
"255","2019-10-13",123113.567956025,59999.9982535575,1385470.75624629,5.85999853545424,"adstockedMedia","1_24_4"
"256","2019-10-20",372625.917956025,89998.8974668595,2059063.44977451,8.78981253650331,"adstockedMedia","1_24_4"
"257","2019-10-27",495166.381839398,124950.165314192,2596659.26138467,11.7165041954845,"adstockedMedia","1_24_4"
"258","2019-11-03",4008678.67465542,159218.801769013,2794429.70813592,14.6380610091522,"adstockedMedia","1_24_4"
"259","2019-11-10",5941812.82352605,188578.718746928,2802697.34238455,17.4523262005463,"adstockedMedia","1_24_4"
"260","2019-11-17",6234001.90497074,172532.176859101,2802699.70809839,19.915038022468,"adstockedMedia","1_24_4"
"261","2019-11-24",6304235.27423517,342545.714712381,2802699.70809843,21.5818077403328,"adstockedMedia","1_24_4"
"262","2019-12-01",6322629.24629374,511606.820955294,2802699.70809843,22.1982012500369,"adstockedMedia","1_24_4"
"263","2019-12-08",6355829.24629374,678141.994684028,2802699.70809843,22.2697555773374,"adstockedMedia","1_24_4"
"264","2019-12-15",6368042.84374063,658579.170609546,2802699.70809843,22.2773175309478,"adstockedMedia","1_24_4"
"265","2019-12-22",6358042.84374063,639465.21979651,2802699.70809843,22.2794557030064,"adstockedMedia","1_24_4"
"266","2019-12-29",6279964.04932892,788851.080718902,2802699.70809843,22.2752541851764,"adstockedMedia","1_24_4"
"267","2020-01-05",6722141.38890576,847266.425802615,2802699.70809843,22.4410025280562,"adstockedMedia","1_24_4"
"268","2020-01-12",2886165.93656077,665150.005836986,2802699.70809843,22.6073307915649,"adstockedMedia","1_24_4"
"269","2020-01-19",1596043.07742571,512128.882856253,2802699.70809843,22.775817993888,"adstockedMedia","1_24_4"
"270","2020-01-26",1685953.62226596,449862.611857495,2802699.70809843,22.9469665294953,"adstockedMedia","1_24_4"
"271","2020-02-02",1694046.96997173,412052.655647365,2802699.70809843,23.0642348986237,"adstockedMedia","1_24_4"
"272","2020-02-09",1691576.96997173,286886.753083359,2802699.70809843,23.1753371569523,"adstockedMedia","1_24_4"
"273","2020-02-16",835690.737752037,137971.276731928,2802699.70809843,23.2656871181767,"adstockedMedia","1_24_4"
"274","2020-02-23",481162.06708632,84461.3095570644,2802699.70809843,23.3090998580081,"adstockedMedia","1_24_4"
"275","2020-03-01",401085.549439462,111110.81115358,2802699.70809843,23.2454009204733,"adstockedMedia","1_24_4"
"276","2020-03-08",477136.916206045,123549.862337259,2802699.70809843,23.151548626153,"adstockedMedia","1_24_4"
"277","2020-03-15",453960.345974085,135578.954258429,2802699.70809843,23.0605274481258,"adstockedMedia","1_24_4"
"278","2020-03-22",362487.579503798,146285.692869356,2802699.70809843,22.984192134358,"adstockedMedia","1_24_4"
"279","2020-03-29",296621.6262865,155711.875399146,2802699.70809843,22.9274284363267,"adstockedMedia","1_24_4"
"280","2020-04-05",281783.164881317,151377.64073381,2802699.70809843,22.8253784370295,"adstockedMedia","1_24_4"
"281","2020-04-12",110783.164881317,321665.57454279,2802699.70809843,22.7299873037933,"adstockedMedia","1_24_4"
"282","2020-04-19",47875.7804410005,492297.99895192,2802699.70809843,22.6471054802829,"adstockedMedia","1_24_4"
"283","2020-04-26",47875.7804410005,667239.739883325,2802699.70809843,22.5806471189552,"adstockedMedia","1_24_4"
"284","2020-05-03",485375.780441,842183.012659393,2802699.70809843,22.7251822623396,"adstockedMedia","1_24_4"
"285","2020-05-10",646323.035953506,1014552.90577829,2802699.70809843,22.8727753074247,"adstockedMedia","1_24_4"
"286","2020-05-17",646323.035953506,1161786.33179367,2802699.70809843,23.0272032209987,"adstockedMedia","1_24_4"
"287","2020-05-24",646323.035953506,1217004.26598147,16703271.7080984,23.19689969974,"adstockedMedia","1_24_4"
"288","2020-05-31",3166323.03595351,1217839.41751779,30593227.8482081,23.3852767600403,"adstockedMedia","1_24_4"
"289","2020-06-07",4093379.22770554,1022839.41793526,44104517.5091936,23.7668433621049,"adstockedMedia","1_24_4"
"290","2020-06-14",4093379.22770554,847839.429287132,54887907.5325492,24.1253760600218,"adstockedMedia","1_24_4"
"291","2020-06-21",4146173.87770554,672846.583236374,58899895.028275,24.4290348469382,"adstockedMedia","1_24_4"
"292","2020-06-28",3728095.94404438,498162.608370916,59110697.3791751,24.660637481405,"adstockedMedia","1_24_4"
"293","2020-07-05",11299079.0285319,400383.98142082,59154484.6172479,24.854223053711,"adstockedMedia","1_24_4"
"294","2020-07-12",17498497.2411876,339055.748822143,59189393.4361842,25.0365882476815,"adstockedMedia","1_24_4"
"295","2020-07-19",18735732.7663178,389542.884363613,59260897.6729862,25.1961190627225,"adstockedMedia","1_24_4"
"296","2020-07-26",23234541.7546413,802019.022529014,59320051.732213,25.3040360591956,"adstockedMedia","1_24_4"
"297","2020-08-02",25569155.0853531,1570333.15679013,44738499.06994,25.2163600145141,"adstockedMedia","1_24_4"
"298","2020-08-09",25807382.7653497,2336545.56025579,30790951.6764262,25.0933592889491,"adstockedMedia","1_24_4"
"299","2020-08-16",25807993.8385375,3076372.05801061,17212924.2328999,24.9662369817062,"adstockedMedia","1_24_4"
"300","2020-08-23",25806833.2357434,3767104.4653764,6474302.93828792,24.8389442403582,"adstockedMedia","1_24_4"
"301","2020-08-30",25805729.5974198,4013534.8740915,2788791.63451057,24.7123064532626,"adstockedMedia","1_24_4"
"302","2020-09-06",27326799.2574198,4034286.8736265,2795179.73037362,24.645170081335,"adstockedMedia","1_24_4"
"303","2020-09-13",27843869.5139235,3449348.07317467,2802697.54264136,24.5933704918181,"adstockedMedia","1_24_4"
"304","2020-09-20",27833234.6376737,2804596.60719302,2802699.7080984,24.5763379473528,"adstockedMedia","1_24_4"
"305","2020-09-27",27835074.0348796,2159849.65553421,2802699.70809843,24.6047778376094,"adstockedMedia","1_24_4"
"306","2020-10-04",28535403.5748795,1627949.97100919,2802699.70809843,24.656556509712,"adstockedMedia","1_24_4"
"307","2020-10-11",20920040.4146906,1210197.07343195,2802699.70809843,24.7350224197511,"adstockedMedia","1_24_4"
"308","2020-10-18",7783725.57434784,939772.747919505,2802699.70809843,24.8069129208194,"adstockedMedia","1_24_4"
"309","2020-10-25",1853640.09675227,828870.100913527,2802699.70809843,24.8638612540431,"adstockedMedia","1_24_4"
"310","2020-11-01",1057916.86549844,784684.091106133,2802699.70809843,24.8892177594682,"adstockedMedia","1_24_4"
"311","2020-11-08",354517.665498441,656312.734706009,2802699.70809843,24.904153994743,"adstockedMedia","1_24_4"
"312","2020-11-15",185751.560882001,518637.927736963,2802699.70809843,24.9169782191182,"adstockedMedia","1_24_4"
"313","2020-11-22",218860.710587431,580787.659087169,2802699.70809843,24.9266854683031,"adstockedMedia","1_24_4"
"314","2020-11-29",218860.710587431,1530004.53149711,2802699.70809843,24.9294246694402,"adstockedMedia","1_24_4"
"315","2020-12-06",252860.710587431,2485490.95392749,2802699.70809843,25.0453547965861,"adstockedMedia","1_24_4"
"316","2020-12-13",230368.61158726,3451223.41374181,2802699.70809843,25.1578957655996,"adstockedMedia","1_24_4"
"317","2020-12-20",217492.831146259,4444697.26067647,2802699.70809843,25.273140113257,"adstockedMedia","1_24_4"
"318","2020-12-27",217492.831146259,5410593.8006217,2802699.70809843,25.3925181720536,"adstockedMedia","1_24_4"
"319","2021-01-03",4441258.03114626,6512521.34714541,2802699.70809843,25.3941616602584,"adstockedMedia","1_24_4"
"320","2021-01-10",5960094.41256164,7075073.78633823,2802699.70809843,25.391591017239,"adstockedMedia","1_24_4"
"321","2021-01-17",6084018.63212064,7520911.30619194,2802699.70809843,25.3743920803489,"adstockedMedia","1_24_4"
"322","2021-01-24",6100344.5396729,7512328.45914898,2802699.70809843,25.3241791375922,"adstockedMedia","1_24_4"
"323","2021-01-31",6122836.63867307,7495633.26622593,2802699.70809843,25.2315090236706,"adstockedMedia","1_24_4"
